Job_ID,Title,Company,Level,Salary,Experience_Years,Skills,Source,Source_ID,Source_Type,Allowed_Mode,Attribution_Required,Source_URL,Rate_Limit_RPM,Rate_Limit_Burst,Takedown_Contact,Terms_URL,Source_Notes,Country,City,Work_Type,Location,Apply_URL,Date
-2139940576,Operations Picking Supervisor,Careem,Mid,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/6635909002?gh_jid=6635909002,2026-02-05
-904249346,Partnership Lead,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8379909002?gh_jid=8379909002,2026-02-20
-101130937,"Procurement Specialist ",Careem,Mid,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Amman, Jordan",https://boards.greenhouse.io/careem/jobs/8311690002?gh_jid=8311690002,2026-02-05
1298974253,Product Designer II,Careem,Mid,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8369996002?gh_jid=8369996002,2026-02-05
1552577888,Product Manager I,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8370449002?gh_jid=8370449002,2026-02-05
1897420447,Product Manager II,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8397731002?gh_jid=8397731002,2026-02-20
1937492423,Product Manager II - Supply Chain & Inventory Management,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8331221002?gh_jid=8331221002,2026-02-05
847530990,Sales Intern - Shops,Careem,Intern,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8397738002?gh_jid=8397738002,2026-02-16
1978748317,Sales Team Lead - Abu Dhabi,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Abu Dhabi, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8360426002?gh_jid=8360426002,2026-02-06
-1478011855,Senior AI Engineer II,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8343065002?gh_jid=8343065002,2026-02-05
968933772,Senior Automation & AI Manager,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8218540002?gh_jid=8218540002,2026-02-05
310330820,Senior Captain Marketing Associate - Lead Generation,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8397973002?gh_jid=8397973002,2026-02-17
1289815215,Senior Copywriter,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/8148188002?gh_jid=8148188002,2026-02-05
689618676,Senior Copywriter,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Egypt,Cairo,On-site,"Cairo, Egypt",https://boards.greenhouse.io/careem/jobs/8148202002?gh_jid=8148202002,2026-02-05
-409798159,Senior Data Scientist I,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Egypt,Cairo,On-site,"Cairo, Egypt",https://boards.greenhouse.io/careem/jobs/8075720002?gh_jid=8075720002,2026-02-17
-265140163,Senior Data Scientist I,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Beirut, Lebanon",https://boards.greenhouse.io/careem/jobs/8075718002?gh_jid=8075718002,2026-02-20
846207382,Senior Data Scientist II,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8200640002?gh_jid=8200640002,2026-02-05
-1268997248,Senior Data Scientist II,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/7293447002?gh_jid=7293447002,2026-02-05
-268327815,"Senior Data Warehouse Engineer I ",Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/8075741002?gh_jid=8075741002,2026-02-05
1751710498,Senior Manager - Financial Partnerships,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8059619002?gh_jid=8059619002,2026-02-11
-511253224,Senior Manager - Fintech Compliance,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/8382871002?gh_jid=8382871002,2026-02-05
2024946677,Senior Manager of Public Policy & Government Affairs,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8379901002?gh_jid=8379901002,2026-02-05
1443987982,Senior Marketing Executive - Groceries,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Saudi Arabia,,Relocation Required,"Riyadh, Saudi Arabia",https://boards.greenhouse.io/careem/jobs/8227875002?gh_jid=8227875002,2026-02-05
2096046299,Senior People Business Partner,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/8130254002?gh_jid=8130254002,2026-02-05
-1520447084,Senior Product Designer,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8402692002?gh_jid=8402692002,2026-02-18
-151079961,Senior Product Manager,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8296574002?gh_jid=8296574002,2026-02-05
56235897,Senior Product Manager - Marketplace Health,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8286808002?gh_jid=8286808002,2026-02-05
-1722704867,"Senior Real Estate Manager - Fit-Out and Maintenance ",Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8397696002?gh_jid=8397696002,2026-02-05
68629443,Senior Site Reliability Engineer I,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Egypt,Cairo,On-site,"Cairo, Egypt",https://boards.greenhouse.io/careem/jobs/8008296002?gh_jid=8008296002,2026-02-05
-599683397,"Senior Site Reliability Engineer I ",Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/8008298002?gh_jid=8008298002,2026-02-05
-1561212334,"Senior Site Reliability Engineer I ",Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Lahore, Pakistan",https://boards.greenhouse.io/careem/jobs/8243707002?gh_jid=8243707002,2026-02-05
1270839641,Senior Site Reliability Engineer I - Observability,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Amman, Jordan",https://boards.greenhouse.io/careem/jobs/8379868002?gh_jid=8379868002,2026-02-05
350591914,Senior Software Engineer I,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Egypt,Cairo,On-site,"Alexandria, Egypt; Cairo, Egypt; Pakistan",https://boards.greenhouse.io/careem/jobs/8199772002?gh_jid=8199772002,2026-02-05
-28522845,Senior Software Engineer I - Android,Careem,Senior,,,Android,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/8214380002?gh_jid=8214380002,2026-02-05
401070533,Senior Software Engineer I - Android,Careem,Senior,,,Android,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Lahore, Pakistan",https://boards.greenhouse.io/careem/jobs/8248379002?gh_jid=8248379002,2026-02-05
1987645416,Senior Software Engineer I - Android,Careem,Senior,,,Android,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Islamabad, Pakistan",https://boards.greenhouse.io/careem/jobs/8248380002?gh_jid=8248380002,2026-02-05
67691387,Senior Software Engineer I - Backend,Careem,Senior,,,Backend,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/6441131002?gh_jid=6441131002,2026-02-05
314184204,Senior Software Engineer I - Fullstack,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Islamabad, Pakistan",https://boards.greenhouse.io/careem/jobs/8313592002?gh_jid=8313592002,2026-02-05
894040184,Senior Software Engineer I - Fullstack,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/8313591002?gh_jid=8313591002,2026-02-05
1688776547,Senior Software Engineer I - Fullstack,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Lahore, Pakistan",https://boards.greenhouse.io/careem/jobs/8093633002?gh_jid=8093633002,2026-02-05
1338399278,Senior Software Engineer I - Fullstack,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Egypt,Cairo,On-site,"Cairo, Egypt",https://boards.greenhouse.io/careem/jobs/8313593002?gh_jid=8313593002,2026-02-05
-340538323,Senior Software Engineer I - Fullstack,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Egypt,Alexandria,On-site,"Alexandria, Egypt",https://boards.greenhouse.io/careem/jobs/8313594002?gh_jid=8313594002,2026-02-05
-869888132,Senior Software Engineer II,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Egypt,Alexandria,On-site,"Alexandria, Egypt",https://boards.greenhouse.io/careem/jobs/8363086002?gh_jid=8363086002,2026-02-05
2036288164,Senior Software Engineer II,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Lahore, Pakistan",https://boards.greenhouse.io/careem/jobs/8363085002?gh_jid=8363085002,2026-02-05
412689164,Senior Software Engineer II,Careem,Senior,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Amman, Jordan",https://boards.greenhouse.io/careem/jobs/8244842002?gh_jid=8244842002,2026-02-05
-1842076550,Senior Software Engineering Manager,Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Karachi, Pakistan",https://boards.greenhouse.io/careem/jobs/7703148002?gh_jid=7703148002,2026-02-05
-623883385,Software Engineer II - Backend | NextGen Engineering,Careem,Mid,,,Backend,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,"Lahore, Pakistan",https://boards.greenhouse.io/careem/jobs/7004825002?gh_jid=7004825002,2026-02-05
-597448061,Software Engineering Leadership (Relocation to Pakistan),Careem,Lead,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,United Kingdom,https://boards.greenhouse.io/careem/jobs/8128242002?gh_jid=8128242002,2026-02-05
-1874704525,Software Engineer I | University Events 2026 | NextGen | Careem Engineering,Careem,Mid,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,Other,,Relocation Required,Pakistan,https://boards.greenhouse.io/careem/jobs/6405502002?gh_jid=6405502002,2026-02-05
127772928,Staff AI Engineer I,Careem,Mid,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8047915002?gh_jid=8047915002,2026-02-05
226269829,"Staff Full Stack Engineer ",Careem,Mid,,,Full Stack,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8148106002?gh_jid=8148106002,2026-02-05
989057269,Staff Software Engineer  - Backend (AI Platform),Careem,Mid,,,Backend,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8148098002?gh_jid=8148098002,2026-02-05
1992359671,"Staff Software Engineer I ",Careem,Mid,,,,Greenhouse,greenhouse,official_api,full_display,No,https://boards.greenhouse.io,60,10,support@greenhouse.io,https://www.greenhouse.io/terms-of-service,Public job board API.,UAE,,Relocation Required,"Dubai, United Arab Emirates",https://boards.greenhouse.io/careem/jobs/8190942002?gh_jid=8190942002,2026-02-05
